asset,available_from,date,high,low,note,open,series_id,source,unit,value,volume
gld_spdr_gold_etf,2017-02-02,2017-02-01,115.45,114.14,no_shares_outstanding,114.66,GLD,yfinance_ticker_v2,usd_per_share,115.2,6932900.0
gld_spdr_gold_etf,2017-02-03,2017-02-02,116.57,115.63,no_shares_outstanding,116.26,GLD,yfinance_ticker_v2,usd_per_share,115.84,7189500.0
gld_spdr_gold_etf,2017-02-04,2017-02-03,116.37,115.71,no_shares_outstanding,115.73,GLD,yfinance_ticker_v2,usd_per_share,116.13,9455500.0
gld_spdr_gold_etf,2017-02-07,2017-02-06,117.74,116.74,no_shares_outstanding,117.07,GLD,yfinance_ticker_v2,usd_per_share,117.7,8547800.0
gld_spdr_gold_etf,2017-02-08,2017-02-07,117.74,117.2,no_shares_outstanding,117.31,GLD,yfinance_ticker_v2,usd_per_share,117.46,8621000.0
gld_spdr_gold_etf,2017-02-09,2017-02-08,118.59,117.81,no_shares_outstanding,118.09,GLD,yfinance_ticker_v2,usd_per_share,118.19,9633400.0
gld_spdr_gold_etf,2017-02-10,2017-02-09,118.58,117.2,no_shares_outstanding,118.19,GLD,yfinance_ticker_v2,usd_per_share,117.29,8177200.0
gld_spdr_gold_etf,2017-02-11,2017-02-10,117.86,116.67,no_shares_outstanding,116.68,GLD,yfinance_ticker_v2,usd_per_share,117.6,9072100.0
gld_spdr_gold_etf,2017-02-14,2017-02-13,116.95,116.15,no_shares_outstanding,116.73,GLD,yfinance_ticker_v2,usd_per_share,116.8,7354900.0
gld_spdr_gold_etf,2017-02-15,2017-02-14,117.56,116.38,no_shares_outstanding,117.51,GLD,yfinance_ticker_v2,usd_per_share,116.93,6927800.0
gld_spdr_gold_etf,2017-02-16,2017-02-15,117.48,116.25,no_shares_outstanding,116.33,GLD,yfinance_ticker_v2,usd_per_share,117.45,7088400.0
gld_spdr_gold_etf,2017-02-17,2017-02-16,118.35,117.83,no_shares_outstanding,117.93,GLD,yfinance_ticker_v2,usd_per_share,118.08,6378700.0
gld_spdr_gold_etf,2017-02-18,2017-02-17,118.4,117.62,no_shares_outstanding,118.19,GLD,yfinance_ticker_v2,usd_per_share,117.68,7338100.0
gld_spdr_gold_etf,2017-02-22,2017-02-21,118.0,116.77,no_shares_outstanding,117.04,GLD,yfinance_ticker_v2,usd_per_share,117.75,6166900.0
gld_spdr_gold_etf,2017-02-23,2017-02-22,118.02,117.24,no_shares_outstanding,117.86,GLD,yfinance_ticker_v2,usd_per_share,117.91,6057200.0
gld_spdr_gold_etf,2017-02-24,2017-02-23,119.16,118.68,no_shares_outstanding,118.76,GLD,yfinance_ticker_v2,usd_per_share,118.94,7523300.0
gld_spdr_gold_etf,2017-02-25,2017-02-24,119.88,119.25,no_shares_outstanding,119.74,GLD,yfinance_ticker_v2,usd_per_share,119.7,9809000.0
gld_spdr_gold_etf,2017-02-28,2017-02-27,120.4,119.12,no_shares_outstanding,119.73,GLD,yfinance_ticker_v2,usd_per_share,119.12,9263500.0
gld_spdr_gold_etf,2017-03-01,2017-02-28,119.84,118.82,no_shares_outstanding,119.71,GLD,yfinance_ticker_v2,usd_per_share,119.23,8727800.0
gld_spdr_gold_etf,2017-03-02,2017-03-01,119.12,117.95,no_shares_outstanding,117.98,GLD,yfinance_ticker_v2,usd_per_share,119.06,8679600.0
gld_spdr_gold_etf,2017-03-03,2017-03-02,118.34,117.23,no_shares_outstanding,117.76,GLD,yfinance_ticker_v2,usd_per_share,117.58,10986300.0
gld_spdr_gold_etf,2017-03-04,2017-03-03,117.73,116.44,no_shares_outstanding,116.95,GLD,yfinance_ticker_v2,usd_per_share,117.51,10665800.0
gld_spdr_gold_etf,2017-03-07,2017-03-06,117.35,116.63,no_shares_outstanding,117.35,GLD,yfinance_ticker_v2,usd_per_share,116.72,4883500.0
gld_spdr_gold_etf,2017-03-08,2017-03-07,116.25,115.62,no_shares_outstanding,116.13,GLD,yfinance_ticker_v2,usd_per_share,115.78,6846300.0
