branch,business_date,buy,crawl_mode,currency,date,gold_type,provider,raw_hash,reference_date,sell,source,spread,timestamp,unit
Đà Nẵng,2024-04-16,74800000.0,,VND,2024-04-16,PNJ,PNJ,3a44e7040ab154482637fc2f6d5185b9e86631df422362c82f36a79ddbb88a44,,76800000.0,giavang_pnj_archive,2.0,14:53:57 16/04/2024,VND/lượng
Đà Nẵng,2024-04-16,75000000.0,,VND,2024-04-16,PNJ,PNJ,3a44e7040ab154482637fc2f6d5185b9e86631df422362c82f36a79ddbb88a44,,76950000.0,giavang_pnj_archive,1.9500000000000028,08:11:39 16/04/2024,VND/lượng
Đông Nam Bộ,2024-04-16,74800000.0,,VND,2024-04-16,PNJ,PNJ,3a44e7040ab154482637fc2f6d5185b9e86631df422362c82f36a79ddbb88a44,,76800000.0,giavang_pnj_archive,2.0,14:53:57 16/04/2024,VND/lượng
Đông Nam Bộ,2024-04-16,75000000.0,,VND,2024-04-16,PNJ,PNJ,3a44e7040ab154482637fc2f6d5185b9e86631df422362c82f36a79ddbb88a44,,76950000.0,giavang_pnj_archive,1.9500000000000028,08:11:39 16/04/2024,VND/lượng
Hồ Chí Minh,2024-04-16,82100000.0,,VND,2024-04-16,"Vàng SJC 1L, 10L, 1KG",SJC,11fb50487ab25ea6add55da48546e534b567b4b525a39aee2a1be82528bcc221,,84100000.0,giavang_sjc_archive,2.0,00:00:00 16/04/2024,VND/lượng
Hồ Chí Minh,2024-04-16,81700000.0,,VND,2024-04-16,"Vàng SJC 1L, 10L, 1KG",SJC,11fb50487ab25ea6add55da48546e534b567b4b525a39aee2a1be82528bcc221,,83700000.0,giavang_sjc_archive,2.0,16:15:00 16/04/2024,VND/lượng
Hồ Chí Minh,,82400000.0,raw_range,VND,2024-04-16,"Vàng SJC 1L, 10L, 1KG",SJC,675b97e626476c1012a9a9f86960d25421aec740b0942ec65b4f9f229554ef04,2024-04-12/2024-04-16,84400000.0,sjc_official,2000000.0,2024-04-16T01:28:34.070000+00:00,VND/lượng
Hồ Chí Minh,,82300000.0,raw_range,VND,2024-04-16,"Vàng SJC 1L, 10L, 1KG",SJC,675b97e626476c1012a9a9f86960d25421aec740b0942ec65b4f9f229554ef04,2024-04-12/2024-04-16,84300000.0,sjc_official,2000000.0,2024-04-16T01:29:07.170000+00:00,VND/lượng
Hồ Chí Minh,,82000000.0,raw_range,VND,2024-04-16,"Vàng SJC 1L, 10L, 1KG",SJC,675b97e626476c1012a9a9f86960d25421aec740b0942ec65b4f9f229554ef04,2024-04-12/2024-04-16,84000000.0,sjc_official,2000000.0,2024-04-16T04:00:51.407000+00:00,VND/lượng
Hồ Chí Minh,,81800000.0,raw_range,VND,2024-04-16,"Vàng SJC 1L, 10L, 1KG",SJC,675b97e626476c1012a9a9f86960d25421aec740b0942ec65b4f9f229554ef04,2024-04-12/2024-04-16,83800000.0,sjc_official,2000000.0,2024-04-16T06:34:44.200000+00:00,VND/lượng
Hồ Chí Minh,,81700000.0,raw_range,VND,2024-04-16,"Vàng SJC 1L, 10L, 1KG",SJC,675b97e626476c1012a9a9f86960d25421aec740b0942ec65b4f9f229554ef04,2024-04-12/2024-04-16,83700000.0,sjc_official,2000000.0,2024-04-16T07:24:15.913000+00:00,VND/lượng
Hồ Chí Minh,,81500000.0,raw_range,VND,2024-04-16,"Vàng SJC 1L, 10L, 1KG",SJC,675b97e626476c1012a9a9f86960d25421aec740b0942ec65b4f9f229554ef04,2024-04-12/2024-04-16,83500000.0,sjc_official,2000000.0,2024-04-16T07:57:17.950000+00:00,VND/lượng
Hồ Chí Minh,,81700000.0,raw_range,VND,2024-04-16,"Vàng SJC 1L, 10L, 1KG",SJC,675b97e626476c1012a9a9f86960d25421aec740b0942ec65b4f9f229554ef04,2024-04-12/2024-04-16,83700000.0,sjc_official,2000000.0,2024-04-16T09:13:01.667000+00:00,VND/lượng
Việt Nam,,82100000.0,raw_range,VND,2024-04-16,SJC 1 lượng,WebGia,cb86400fa37cd701eeeaf69a8d7576054468e6598e621bf062414a0a3df09053,2024-04-16,84100000.0,webgia_sjc_archive,2000000.0,2024-04-16T00:00:00+07:00,VND/lượng
Việt Nam,,82300000.0,raw_range,VND,2024-04-16,SJC 1 lượng,WebGia,cb86400fa37cd701eeeaf69a8d7576054468e6598e621bf062414a0a3df09053,2024-04-16,84300000.0,webgia_sjc_archive,2000000.0,2024-04-16T08:35:00+07:00,VND/lượng
Việt Nam,,82000000.0,raw_range,VND,2024-04-16,SJC 1 lượng,WebGia,cb86400fa37cd701eeeaf69a8d7576054468e6598e621bf062414a0a3df09053,2024-04-16,84000000.0,webgia_sjc_archive,2000000.0,2024-04-16T11:05:00+07:00,VND/lượng
Việt Nam,,81700000.0,raw_range,VND,2024-04-16,SJC 1 lượng,WebGia,cb86400fa37cd701eeeaf69a8d7576054468e6598e621bf062414a0a3df09053,2024-04-16,83700000.0,webgia_sjc_archive,2000000.0,2024-04-16T14:35:00+07:00,VND/lượng
Việt Nam,,81500000.0,raw_range,VND,2024-04-16,SJC 1 lượng,WebGia,cb86400fa37cd701eeeaf69a8d7576054468e6598e621bf062414a0a3df09053,2024-04-16,83500000.0,webgia_sjc_archive,2000000.0,2024-04-16T15:00:00+07:00,VND/lượng
Việt Nam,,81700000.0,raw_range,VND,2024-04-16,SJC 1 lượng,WebGia,cb86400fa37cd701eeeaf69a8d7576054468e6598e621bf062414a0a3df09053,2024-04-16,83700000.0,webgia_sjc_archive,2000000.0,2024-04-16T16:15:00+07:00,VND/lượng
