date,phase,horizon_days,fold,selected_model,ensemble_return_forecast,prob_positive,q10_floor_return,buy_signal,buy_signal_any,signal_count_per_fold,fold_count,avg_actual_return,strategy_return,actual_net_return,prob_threshold,q10_floor
2023-01-01,validation,21,1,sarimax_exog,-0.003768720800387,0.4575064289847008,-0.0238900837940473,False,False,0,1,-0.0029985007496251,0.0,-0.0029985007496251,0.5,-0.1
2023-01-02,validation,21,1,sarimax_exog,-0.0054128800185083,0.4390907088175267,-0.0226752382463874,False,False,0,1,-0.0029985007496251,0.0,-0.0029985007496251,0.5,-0.1
2023-01-03,validation,21,1,sarimax_exog,-0.0047830626920101,0.4461317482737902,-0.0233884354196029,False,False,0,1,-0.0029985007496251,0.0,-0.0029985007496251,0.5,-0.1
2023-01-04,validation,21,1,sarimax_exog,-0.0055332261395272,0.4377474202170361,-0.0261012802499095,False,False,0,1,-0.0029985007496251,0.0,-0.0029985007496251,0.5,-0.1
2023-01-05,validation,21,1,sarimax_exog,-0.0070559171356773,0.4208183383988559,-0.029453479081414,False,False,0,1,-0.0029985007496251,0.0,-0.0029985007496251,0.5,-0.1
2023-01-06,validation,21,1,sarimax_exog,-0.0067940942335902,0.4237197528667157,-0.0296801809439607,False,False,0,1,-0.0089418777943368,0.0,-0.0089418777943368,0.5,-0.1
2023-01-07,validation,21,1,sarimax_exog,-0.0073962188337243,0.4170536953494564,-0.0301573118275833,False,False,0,1,-0.0111524163568773,0.0,-0.0111524163568773,0.5,-0.1
2023-01-08,validation,21,1,sarimax_exog,-0.0079184483666383,0.4112913225321595,-0.0314668823984817,False,False,0,1,-0.0111524163568773,0.0,-0.0111524163568773,0.5,-0.1
2023-01-09,validation,21,1,sarimax_exog,-0.0082273339977983,0.4078919252546328,-0.0323182326871463,False,False,0,1,-0.0074850299401197,0.0,-0.0074850299401197,0.5,-0.1
2023-01-10,validation,21,1,sarimax_exog,-0.0077018658137997,0.4136788860869246,-0.0305984665224903,False,False,0,1,-0.0104633781763826,0.0,-0.0104633781763826,0.5,-0.1
