date,phase,horizon_months,fold,selected_model,ensemble_return_forecast,prob_positive,q10_floor_return,buy_signal,buy_signal_any,signal_count_per_fold,fold_count,avg_actual_return,strategy_return,actual_net_return,prob_threshold,q10_floor
2023-01-01,validation,5,1,random_forest,-0.0124209882535017,0.4647022355191368,-0.0164975076385352,False,False,0,1,-0.0014992503748125,0.0,-0.0014992503748125,0.5,-0.1
2023-01-02,validation,5,1,random_forest,-0.0124209882535017,0.4647022355191368,-0.0161271896247797,False,False,0,1,-0.0014992503748125,0.0,-0.0014992503748125,0.5,-0.1
2023-01-03,validation,5,1,random_forest,-0.0106150038517186,0.4698238197761283,-0.0167409753116129,False,False,0,1,-0.0052473763118441,0.0,-0.0052473763118441,0.5,-0.1
2023-01-04,validation,5,1,random_forest,-0.0086272482632306,0.4754666325938159,-0.0139580783414038,False,False,0,1,-0.0052473763118441,0.0,-0.0052473763118441,0.5,-0.1
2023-01-05,validation,5,1,random_forest,-0.0106150038517186,0.4698238197761283,-0.016234989213794,False,False,0,1,-0.0022488755622188,0.0,-0.0022488755622188,0.5,-0.1
2023-01-06,validation,5,1,random_forest,-0.0083600498403588,0.4762255521324976,-0.0169804985655927,False,False,0,1,-0.0104321907600596,0.0,-0.0104321907600596,0.5,-0.1
2023-01-07,validation,5,1,random_forest,-0.0091708445198825,0.4739229421973067,-0.0162688413340516,False,False,0,1,-0.011895910780669,0.0,-0.011895910780669,0.5,-0.1
2023-01-08,validation,5,1,random_forest,-0.0111350840208247,0.4683483768669898,-0.0182176224927018,False,False,0,1,-0.0126394052044609,0.0,-0.0126394052044609,0.5,-0.1
2023-01-09,validation,5,1,random_forest,-0.012695446338129,0.4639243913577809,-0.0181654403519148,False,False,0,1,-0.0044910179640718,0.0,-0.0044910179640718,0.5,-0.1
2023-01-10,validation,5,1,random_forest,-0.0083600498403588,0.4762255521324976,-0.0185190534181777,False,False,0,1,-0.0052316890881913,0.0,-0.0052316890881913,0.5,-0.1
2023-01-11,validation,5,1,random_forest,-0.0088883297634464,0.4747251727994505,-0.0188202966165845,False,False,0,1,-0.0059746079163555,0.0,-0.0059746079163555,0.5,-0.1
2023-01-12,validation,5,1,random_forest,-0.0091708445198825,0.4739229421973067,-0.0184417162480458,False,False,0,1,-0.0074626865671642,0.0,-0.0074626865671642,0.5,-0.1
2023-01-13,validation,5,1,random_forest,-0.0091708445198825,0.4739229421973067,-0.0188368949319193,False,False,0,1,-0.0118870728083209,0.0,-0.0118870728083209,0.5,-0.1
2023-01-14,validation,5,1,random_forest,-0.0101834940208059,0.4710483082706352,-0.0187749085028403,False,False,0,1,-0.0126112759643917,0.0,-0.0126112759643917,0.5,-0.1
2023-01-15,validation,5,1,random_forest,-0.0098807811455778,0.4719074757982421,-0.0200803658448608,False,False,0,1,-0.0126112759643917,0.0,-0.0126112759643917,0.5,-0.1
2023-01-16,validation,5,1,random_forest,-0.0098807811455778,0.4719074757982421,-0.0215074043671389,False,False,0,1,-0.009672619047619,0.0,-0.009672619047619,0.5,-0.1
2023-01-17,validation,5,1,random_forest,-0.0093463718299959,0.4734245668397498,-0.0209417515547566,False,False,0,1,-0.0118870728083209,0.0,-0.0118870728083209,0.5,-0.1
2023-01-18,validation,5,1,random_forest,-0.0098807811455778,0.4719074757982421,-0.0189056485995118,False,False,0,1,-0.0118870728083209,0.0,-0.0118870728083209,0.5,-0.1
2023-01-19,validation,5,1,random_forest,-0.0098807811455778,0.4719074757982421,-0.0240735522916147,False,False,0,1,-0.0126300148588409,0.0,-0.0126300148588409,0.5,-0.1
2023-01-20,validation,5,1,random_forest,-0.0101479795684496,0.4711490994103801,-0.0276702313208552,False,False,0,1,-0.0118870728083209,0.0,-0.0118870728083209,0.5,-0.1
2023-01-21,validation,5,1,random_forest,-0.0116274833956641,0.4669518632819319,-0.0277259001206801,False,False,0,1,-0.013372956909361,0.0,-0.013372956909361,0.5,-0.1
2023-01-22,validation,5,1,random_forest,-0.0116274833956641,0.4669518632819319,-0.0276731552328966,False,False,0,1,-0.013372956909361,0.0,-0.013372956909361,0.5,-0.1
2023-01-23,validation,5,1,random_forest,-0.0110423531330486,0.4686114187634262,-0.0276058698676149,False,False,0,1,-0.013372956909361,0.0,-0.013372956909361,0.5,-0.1
2023-01-24,validation,5,1,random_forest,-0.0110423531330486,0.4686114187634262,-0.0251158630536411,False,False,0,1,-0.013372956909361,0.0,-0.013372956909361,0.5,-0.1
2023-01-25,validation,5,1,random_forest,-0.0110423531330486,0.4686114187634262,-0.0296383288894176,False,False,0,1,-0.013372956909361,0.0,-0.013372956909361,0.5,-0.1
2023-01-26,validation,5,1,random_forest,-0.0129592389870406,0.463176904108397,-0.030812963432778,False,False,0,1,-0.013372956909361,0.0,-0.013372956909361,0.5,-0.1
2023-01-27,validation,5,1,random_forest,-0.0149388369855674,0.4575718114571898,-0.0315773570942387,False,False,0,1,-0.013372956909361,0.0,-0.013372956909361,0.5,-0.1
2023-01-28,validation,5,1,random_forest,-0.0131269397567398,0.4627017718313615,-0.0317920935579178,False,False,0,1,-0.013372956909361,0.0,-0.013372956909361,0.5,-0.1
2023-01-29,validation,5,1,random_forest,-0.0131269397567398,0.4627017718313615,-0.0317920935579178,False,False,0,1,-0.013372956909361,0.0,-0.013372956909361,0.5,-0.1
2023-01-30,validation,5,1,random_forest,-0.0128524816721124,0.4634793979060813,-0.033832591172946,False,False,0,1,-0.0192023633677991,0.0,-0.0192023633677991,0.5,-0.1
2023-01-31,validation,5,1,random_forest,-0.0137078591239951,0.4610563182482889,-0.0354635767832066,False,False,0,1,-0.0177514792899408,0.0,-0.0177514792899408,0.5,-0.1
2023-02-01,validation,5,1,random_forest,-0.0128524816721124,0.4634793979060813,-0.0345111543721845,False,False,0,1,-0.0148367952522254,0.0,-0.0148367952522254,0.5,-0.1
2023-02-02,validation,5,1,random_forest,-0.0128524816721124,0.4634793979060813,-0.0352194654485738,False,False,0,1,-0.0206489675516223,0.0,-0.0206489675516223,0.5,-0.1
2023-02-03,validation,5,1,random_forest,-0.0173888864938071,0.4506464574342993,-0.0336351743286081,False,False,0,1,-0.0162962962962962,0.0,-0.0162962962962962,0.5,-0.1
2023-02-04,validation,5,1,random_forest,-0.011318884708561,0.4678270458884824,-0.0300307548065572,False,False,0,1,-0.0148367952522254,0.0,-0.0148367952522254,0.5,-0.1
2023-02-05,validation,5,1,random_forest,-0.0110423531330486,0.4686114187634262,-0.0295230157361019,False,False,0,1,-0.0155786350148368,0.0,-0.0155786350148368,0.5,-0.1
2023-02-06,validation,5,1,random_forest,-0.0110423531330486,0.4686114187634262,-0.029818028472953,False,False,0,1,-0.0111607142857143,0.0,-0.0111607142857143,0.5,-0.1
2023-02-07,validation,5,1,random_forest,-0.0105079438174667,0.4701275961459421,-0.0288345854592778,False,False,0,1,-0.0133630289532293,0.0,-0.0133630289532293,0.5,-0.1
2023-02-08,validation,5,1,random_forest,-0.0110423531330486,0.4686114187634262,-0.0299516945331585,False,False,0,1,-0.0155555555555555,0.0,-0.0155555555555555,0.5,-0.1
2023-02-09,validation,5,1,random_forest,-0.011318884708561,0.4678270458884824,-0.0309033840611427,False,False,0,1,-0.0133630289532293,0.0,-0.0133630289532293,0.5,-0.1
2023-02-10,validation,5,1,random_forest,-0.0110423531330486,0.4686114187634262,-0.0303285417690688,False,False,0,1,-0.0118870728083209,0.0,-0.0118870728083209,0.5,-0.1
2023-02-11,validation,5,1,random_forest,-0.0110423531330486,0.4686114187634262,-0.0288636946222153,False,False,0,1,-0.0118694362017803,0.0,-0.0118694362017803,0.5,-0.1
2023-02-12,validation,5,1,random_forest,-0.011318884708561,0.4678270458884824,-0.0293771014071206,False,False,0,1,-0.0118694362017803,0.0,-0.0118694362017803,0.5,-0.1
2023-02-13,validation,5,1,random_forest,-0.011318884708561,0.4678270458884824,-0.0282385082929849,False,False,0,1,-0.0074349442379182,0.0,-0.0074349442379182,0.5,-0.1
2023-02-14,validation,5,1,random_forest,-0.0096059251209719,0.4726876926488869,-0.0276694327082546,False,False,0,1,-0.0111275964391691,0.0,-0.0111275964391691,0.5,-0.1
2023-02-15,validation,5,1,random_forest,-0.0101608999035687,0.4711124308762081,-0.0244667289269648,False,False,0,1,-0.0118870728083209,0.0,-0.0118870728083209,0.5,-0.1
2023-02-16,validation,5,1,random_forest,-0.0098807811455778,0.4719074757982421,-0.0230540816219931,False,False,0,1,-0.0118870728083209,0.0,-0.0118870728083209,0.5,-0.1
2023-02-17,validation,5,1,random_forest,-0.0098807811455778,0.4719074757982421,-0.0222654181765944,False,False,0,1,-0.0104011887072807,0.0,-0.0104011887072807,0.5,-0.1
2023-02-18,validation,5,1,random_forest,-0.0095982663891416,0.4727094345334535,-0.0226544340204602,False,False,0,1,-0.0104011887072807,0.0,-0.0104011887072807,0.5,-0.1
2023-02-19,validation,5,1,random_forest,-0.0095982663891416,0.4727094345334535,-0.0222998977967775,False,False,0,1,-0.0104011887072807,0.0,-0.0104011887072807,0.5,-0.1
2023-02-20,validation,5,1,random_forest,-0.0129592389870406,0.463176904108397,-0.0210920419204717,False,False,0,1,-0.0104011887072807,0.0,-0.0104011887072807,0.5,-0.1
2023-02-21,validation,5,1,random_forest,-0.0128524816721124,0.4634793979060813,-0.0197407934474775,False,False,0,1,-0.0126300148588409,0.0,-0.0126300148588409,0.5,-0.1
2023-02-22,validation,5,1,random_forest,-0.0128524816721124,0.4634793979060813,-0.0165856696738648,False,False,0,1,-0.0104321907600596,0.0,-0.0104321907600596,0.5,-0.1
2023-02-23,validation,5,1,random_forest,-0.0128524816721124,0.4634793979060813,-0.0196124829038301,False,False,0,1,-0.0089552238805969,0.0,-0.0089552238805969,0.5,-0.1
2023-02-24,validation,5,1,random_forest,-0.0128524816721124,0.4634793979060813,-0.0198784574536899,False,False,0,1,-0.0059701492537312,0.0,-0.0059701492537312,0.5,-0.1
2023-02-25,validation,5,1,random_forest,-0.0128524816721124,0.4634793979060813,-0.0196791985218074,False,False,0,1,-0.0037369207772794,0.0,-0.0037369207772794,0.5,-0.1
2023-02-26,validation,5,1,random_forest,-0.0130281749715026,0.4629815872699915,-0.0168678383907641,False,False,0,1,-0.0037369207772794,0.0,-0.0037369207772794,0.5,-0.1
2023-02-27,validation,5,1,random_forest,-0.0131832407726141,0.4625422708654608,-0.0168618722417142,False,False,0,1,-0.0014981273408239,0.0,-0.0014981273408239,0.5,-0.1
2023-02-28,validation,5,1,random_forest,-0.0148459516226424,0.4578346300386658,-0.0163307297796669,False,False,0,1,-0.0022455089820359,0.0,-0.0022455089820359,0.5,-0.1
2023-03-01,validation,5,1,random_forest,-0.0131551945473405,0.4626217251640416,-0.0169398087551261,False,False,0,1,-0.0029873039581777,0.0,-0.0029873039581777,0.5,-0.1
2023-03-02,validation,5,1,random_forest,-0.0131551945473405,0.4626217251640416,-0.0175611925012451,False,False,0,1,-0.0037397157816005,0.0,-0.0037397157816005,0.5,-0.1
2023-03-03,validation,5,1,random_forest,-0.0130570172569997,0.462899870852834,-0.0177283440988538,False,False,0,1,-0.0029940119760478,0.0,-0.0029940119760478,0.5,-0.1
