date,phase,horizon_months,fold,selected_model,ensemble_return_forecast,prob_positive,q10_floor_return,buy_signal,buy_signal_any,signal_count_per_fold,fold_count,avg_actual_return,strategy_return,actual_net_return,prob_threshold,q10_floor
2023-01-01,validation,3,1,catboost_mean,-0.0150049963077275,0.4514266884071085,-0.0216752187239884,False,False,0,1,-0.0014992503748125,0.0,-0.0014992503748125,0.5,-0.1
2023-01-02,validation,3,1,catboost_mean,-0.0140708034980723,0.4544371826496244,-0.022580226946531,False,False,0,1,-0.0014992503748125,0.0,-0.0014992503748125,0.5,-0.1
2023-01-03,validation,3,1,catboost_mean,-0.0150021609999097,0.4514358212263237,-0.0231714770127667,False,False,0,1,-0.0014992503748125,0.0,-0.0014992503748125,0.5,-0.1
2023-01-04,validation,3,1,catboost_mean,-0.0124824806802496,0.4595615725610521,-0.0231076100683375,False,False,0,1,-0.0037481259370314,0.0,-0.0037481259370314,0.5,-0.1
2023-01-05,validation,3,1,catboost_mean,-0.0138063009818949,0.4552900417111003,-0.022707423908583,False,False,0,1,-0.0022488755622188,0.0,-0.0022488755622188,0.5,-0.1
2023-01-06,validation,3,1,catboost_mean,-0.0141167847156886,0.454288942624755,-0.0231477774357187,False,False,0,1,-0.0089418777943368,0.0,-0.0089418777943368,0.5,-0.1
2023-01-07,validation,3,1,catboost_mean,-0.0151503468464871,0.450958533864558,-0.0229258716366141,False,False,0,1,-0.011895910780669,0.0,-0.011895910780669,0.5,-0.1
2023-01-08,validation,3,1,catboost_mean,-0.015606070787499,0.4494911534997506,-0.0247955896780759,False,False,0,1,-0.0126394052044609,0.0,-0.0126394052044609,0.5,-0.1
2023-01-09,validation,3,1,catboost_mean,-0.015606070787499,0.4494911534997506,-0.0254545641478872,False,False,0,1,-0.0059880239520958,0.0,-0.0059880239520958,0.5,-0.1
2023-01-10,validation,3,1,catboost_mean,-0.0210072063502611,0.4321581165948142,-0.0255420542047995,False,False,0,1,-0.0067264573991031,0.0,-0.0067264573991031,0.5,-0.1
2023-01-11,validation,3,1,catboost_mean,-0.0239635113691167,0.4227237308704832,-0.0260263193853103,False,False,0,1,-0.0082150858849887,0.0,-0.0082150858849887,0.5,-0.1
2023-01-12,validation,3,1,catboost_mean,-0.0265539979990307,0.4144928640159605,-0.0271698549319782,False,False,0,1,-0.0089552238805969,0.0,-0.0089552238805969,0.5,-0.1
2023-01-13,validation,3,1,catboost_mean,-0.0292162794728304,0.4060728593716164,-0.0288853674015779,False,False,0,1,-0.0118870728083209,0.0,-0.0118870728083209,0.5,-0.1
2023-01-14,validation,3,1,catboost_mean,-0.0305634808109857,0.4018282996222992,-0.0318386495020098,False,False,0,1,-0.0133531157270029,0.0,-0.0133531157270029,0.5,-0.1
2023-01-15,validation,3,1,catboost_mean,-0.0303523223754291,0.4024928348979572,-0.0326848408707777,False,False,0,1,-0.016320474777448,0.0,-0.016320474777448,0.5,-0.1
2023-01-16,validation,3,1,catboost_mean,-0.0301054321202635,0.4032701788762097,-0.0326539638372443,False,False,0,1,-0.013392857142857,0.0,-0.013392857142857,0.5,-0.1
2023-01-17,validation,3,1,catboost_mean,-0.0289334111958583,0.4069655004576373,-0.0266769486335018,False,False,0,1,-0.0104011887072807,0.0,-0.0104011887072807,0.5,-0.1
2023-01-18,validation,3,1,catboost_mean,-0.0284384190521991,0.4085286968142514,-0.0310689969820117,False,False,0,1,-0.0118870728083209,0.0,-0.0118870728083209,0.5,-0.1
2023-01-19,validation,3,1,catboost_mean,-0.0305138065170123,0.4019846038012812,-0.0321493412246753,False,False,0,1,-0.014115898959881,0.0,-0.014115898959881,0.5,-0.1
2023-01-20,validation,3,1,catboost_mean,-0.0316997981095673,0.3982571207788168,-0.0338738493887352,False,False,0,1,-0.013372956909361,0.0,-0.013372956909361,0.5,-0.1
2023-01-21,validation,3,1,catboost_mean,-0.0317939529945993,0.3979615915586554,-0.0338045410949331,False,False,0,1,-0.014115898959881,0.0,-0.014115898959881,0.5,-0.1
